Region,Week,Ratio
Hawaii,2020-05-16,15.80
Hawaii,2020-05-23,14.43
Hawaii,2020-05-30,13.74
Hawaii,2020-06-06,14.91
Hawaii,2020-06-13,13.95
Hawaii,2020-06-20,16.90
Hawaii,2020-06-27,16.22
Hawaii,2020-07-04,14.22
Hawaii,2020-07-11,16.42
Hawaii,2020-07-18,15.60
Hawaii,2020-07-25,15.05
Hawaii,2020-08-01,14.91
Hawaii,2020-08-08,15.87
Hawaii,2020-08-15,15.32
Hawaii,2020-08-22,16.63
Hawaii,2020-08-29,17.52
Hawaii,2020-09-05,16.15
Hawaii,2020-09-12,18.83
Hawaii,2020-09-19,16.63
Hawaii,2020-09-26,16.63
Hawaii,2020-10-03,14.71
Hawaii,2020-10-10,15.87
Hawaii,2020-10-17,16.29
Hawaii,2020-10-24,16.29
Hawaii,2020-10-31,16.35
Hawaii,2020-11-07,16.22
Hawaii,2020-11-14,17.11
Hawaii,2020-11-21,15.39
Hawaii,2020-11-28,14.84
Hawaii,2020-12-05,16.29
Hawaii,2020-12-12,14.57
Hawaii,2020-12-19,17.11
Hawaii,2020-12-26,13.61
Hawaii,2021-01-02,15.46
Hawaii,2021-01-09,14.77
Hawaii,2021-01-16,16.97
Hawaii,2021-01-23,14.09
Hawaii,2021-01-30,15.67
Hawaii,2021-02-06,16.29
Hawaii,2021-02-13,18.21
Hawaii,2021-02-20,17.25
Hawaii,2021-02-27,17.93
Hawaii,2021-03-06,15.87
Hawaii,2021-03-13,17.39
Hawaii,2021-03-20,16.01
Hawaii,2021-03-27,16.56
Hawaii,2021-04-03,17.18
Hawaii,2021-04-10,17.11
Hawaii,2021-04-17,14.91
Hawaii,2021-04-24,17.32
Hawaii,2021-05-01,16.08
Hawaii,2021-05-08,16.29
Hawaii,2021-05-15,15.80
Hawaii,2021-05-22,17.39
Hawaii,2021-05-29,14.50
Hawaii,2021-06-05,14.36
Hawaii,2021-06-12,15.25
Hawaii,2021-06-19,15.80
Hawaii,2021-06-26,15.39
Hawaii,2021-07-03,14.43
Hawaii,2021-07-10,16.08
Hawaii,2021-07-17,16.22
Hawaii,2021-07-24,15.39
Hawaii,2021-07-31,15.80
Hawaii,2021-08-07,14.71
Hawaii,2021-08-14,18.97
Hawaii,2021-08-21,20.55
Hawaii,2021-08-28,20.82
Hawaii,2021-09-04,19.10
Hawaii,2021-09-11,18.28
Hawaii,2021-09-18,13.54
Hawaii,2021-09-25,12.30
Minnesota,2020-01-04,17.68
Minnesota,2020-01-11,16.65
Minnesota,2020-01-18,16.58
Minnesota,2020-01-25,16.74
Minnesota,2020-02-01,16.51
Minnesota,2020-02-08,16.10
Minnesota,2020-02-15,16.49
Minnesota,2020-02-22,16.00
Minnesota,2020-02-29,16.35
Minnesota,2020-03-07,16.54
Minnesota,2020-03-14,15.46
Minnesota,2020-03-21,15.67
Minnesota,2020-03-28,15.93
Minnesota,2020-04-04,16.26
Minnesota,2020-04-11,16.53
Minnesota,2020-04-18,16.74
Minnesota,2020-04-25,17.80
Minnesota,2020-05-02,18.26
Minnesota,2020-05-09,18.52
Minnesota,2020-05-16,17.52
Minnesota,2020-05-23,17.61
Minnesota,2020-05-30,17.82
Minnesota,2020-06-06,18.19
Minnesota,2020-06-13,17.05
Minnesota,2020-06-20,16.49
Minnesota,2020-06-27,14.72
Minnesota,2020-07-04,15.35
Minnesota,2020-07-11,15.16
Minnesota,2020-07-18,15.23
Minnesota,2020-07-25,15.39
Minnesota,2020-08-01,14.33
Minnesota,2020-08-08,15.72
Minnesota,2020-08-15,15.56
Minnesota,2020-08-22,15.89
Minnesota,2020-08-29,16.10
Minnesota,2020-09-05,15.68
Minnesota,2020-09-12,15.65
Minnesota,2020-09-19,16.77
Minnesota,2020-09-26,16.98
Minnesota,2020-10-03,15.53
Minnesota,2020-10-10,17.75
Minnesota,2020-10-17,16.70
Minnesota,2020-10-24,18.05
Minnesota,2020-10-31,18.84
Minnesota,2020-11-07,20.06
Minnesota,2020-11-14,20.96
Minnesota,2020-11-21,23.24
Minnesota,2020-11-28,24.48
Minnesota,2020-12-05,23.38
Minnesota,2020-12-12,24.22
Minnesota,2020-12-19,22.24
Minnesota,2020-12-26,21.08
Minnesota,2021-01-02,20.80
Minnesota,2021-01-09,19.94
Minnesota,2021-01-16,18.91
Minnesota,2021-01-23,16.61
Minnesota,2021-01-30,16.19
Minnesota,2021-02-06,17.23
Minnesota,2021-02-13,16.00
Minnesota,2021-02-20,15.84
Minnesota,2021-02-27,16.96
Minnesota,2021-03-06,16.31
Minnesota,2021-03-13,15.14
Minnesota,2021-03-20,15.14
Minnesota,2021-03-27,15.11
Minnesota,2021-04-03,15.26
Minnesota,2021-04-10,15.26
Minnesota,2021-04-17,15.61
Minnesota,2021-04-24,16.37
Minnesota,2021-05-01,16.93
Minnesota,2021-05-08,15.70
Minnesota,2021-05-15,16.40
Minnesota,2021-05-22,15.58
Minnesota,2021-05-29,15.30
Minnesota,2021-06-05,14.88
Minnesota,2021-06-12,16.07
Minnesota,2021-06-19,14.88
Minnesota,2021-06-26,15.53
Minnesota,2021-07-03,15.46
Minnesota,2021-07-10,15.44
Minnesota,2021-07-17,15.14
Minnesota,2021-07-24,14.44
Minnesota,2021-07-31,15.58
Minnesota,2021-08-07,15.49
Minnesota,2021-08-14,15.93
Minnesota,2021-08-21,14.74
Minnesota,2021-08-28,14.54
Minnesota,2021-09-04,15.42
Minnesota,2021-09-11,14.86
Minnesota,2021-09-18,14.69
Minnesota,2021-09-25,11.55
New Jersey,2020-01-04,17.53
New Jersey,2020-01-11,17.10
New Jersey,2020-01-18,16.04
New Jersey,2020-01-25,17.00
New Jersey,2020-02-01,16.33
New Jersey,2020-02-08,16.09
New Jersey,2020-02-15,16.02
New Jersey,2020-02-22,16.08
New Jersey,2020-02-29,16.91
New Jersey,2020-03-07,16.25
New Jersey,2020-03-14,15.90
New Jersey,2020-03-21,17.22
New Jersey,2020-03-28,22.87
New Jersey,2020-04-04,37.51
New Jersey,2020-04-11,51.39
New Jersey,2020-04-18,50.95
New Jersey,2020-04-25,42.84
New Jersey,2020-05-02,34.24
New Jersey,2020-05-09,28.02
New Jersey,2020-05-16,24.62
New Jersey,2020-05-23,20.85
New Jersey,2020-05-30,18.80
New Jersey,2020-06-06,17.08
New Jersey,2020-06-13,16.00
New Jersey,2020-06-20,15.20
New Jersey,2020-06-27,15.56
New Jersey,2020-07-04,15.15
New Jersey,2020-07-11,14.95
New Jersey,2020-07-18,14.25
New Jersey,2020-07-25,14.75
New Jersey,2020-08-01,14.99
New Jersey,2020-08-08,14.47
New Jersey,2020-08-15,14.08
New Jersey,2020-08-22,14.44
New Jersey,2020-08-29,14.37
New Jersey,2020-09-05,15.04
New Jersey,2020-09-12,14.95
New Jersey,2020-09-19,14.83
New Jersey,2020-09-26,15.02
New Jersey,2020-10-03,14.32
New Jersey,2020-10-10,15.08
New Jersey,2020-10-17,14.44
New Jersey,2020-10-24,15.83
New Jersey,2020-10-31,15.44
New Jersey,2020-11-07,16.87
New Jersey,2020-11-14,17.57
New Jersey,2020-11-21,18.04
New Jersey,2020-11-28,18.27
New Jersey,2020-12-05,20.50
New Jersey,2020-12-12,21.81
New Jersey,2020-12-19,22.54
New Jersey,2020-12-26,22.23
New Jersey,2021-01-02,23.86
New Jersey,2021-01-09,22.13
New Jersey,2021-01-16,23.25
New Jersey,2021-01-23,21.41
New Jersey,2021-01-30,21.60
New Jersey,2021-02-06,21.84
New Jersey,2021-02-13,20.05
New Jersey,2021-02-20,19.61
New Jersey,2021-02-27,19.32
New Jersey,2021-03-06,18.41
New Jersey,2021-03-13,17.04
New Jersey,2021-03-20,17.98
New Jersey,2021-03-27,17.47
New Jersey,2021-04-03,17.05
New Jersey,2021-04-10,18.01
New Jersey,2021-04-17,17.03
New Jersey,2021-04-24,17.83
New Jersey,2021-05-01,17.68
New Jersey,2021-05-08,15.78
New Jersey,2021-05-15,15.88
New Jersey,2021-05-22,15.71
New Jersey,2021-05-29,14.25
New Jersey,2021-06-05,14.99
New Jersey,2021-06-12,12.14
New Jersey,2021-06-19,14.32
New Jersey,2021-06-26,14.74
New Jersey,2021-07-03,14.74
New Jersey,2021-07-10,14.82
New Jersey,2021-07-17,13.92
New Jersey,2021-07-24,14.67
New Jersey,2021-07-31,14.73
New Jersey,2021-08-07,14.93
New Jersey,2021-08-14,15.29
New Jersey,2021-08-21,15.53
New Jersey,2021-08-28,15.80
New Jersey,2021-09-04,16.22
New Jersey,2021-09-11,16.18
New Jersey,2021-09-18,16.03
New Jersey,2021-09-25,12.97
Michigan,2020-01-04,20.00
Michigan,2020-01-11,20.49
Michigan,2020-01-18,19.21
Michigan,2020-01-25,19.97
Michigan,2020-02-01,19.89
Michigan,2020-02-08,19.25
Michigan,2020-02-15,19.99
Michigan,2020-02-22,20.40
Michigan,2020-02-29,19.58
Michigan,2020-03-07,19.73
Michigan,2020-03-14,19.40
Michigan,2020-03-21,20.20
Michigan,2020-03-28,24.13
Michigan,2020-04-04,30.93
Michigan,2020-04-11,33.59
Michigan,2020-04-18,31.35
Michigan,2020-04-25,27.84
Michigan,2020-05-02,25.68
Michigan,2020-05-09,22.24
Michigan,2020-05-16,21.43
Michigan,2020-05-23,19.97
Michigan,2020-05-30,19.47
Michigan,2020-06-06,19.85
Michigan,2020-06-13,18.46
Michigan,2020-06-20,18.71
Michigan,2020-06-27,19.03
Michigan,2020-07-04,19.69
Michigan,2020-07-11,18.75
Michigan,2020-07-18,18.65
Michigan,2020-07-25,18.76
Michigan,2020-08-01,19.54
Michigan,2020-08-08,18.54
Michigan,2020-08-15,20.09
Michigan,2020-08-22,19.11
Michigan,2020-08-29,19.21
Michigan,2020-09-05,19.44
Michigan,2020-09-12,19.27
Michigan,2020-09-19,18.90
Michigan,2020-09-26,19.91
Michigan,2020-10-03,20.17
Michigan,2020-10-10,21.30
Michigan,2020-10-17,20.13
Michigan,2020-10-24,21.90
Michigan,2020-10-31,21.59
Michigan,2020-11-07,23.29
Michigan,2020-11-14,24.08
Michigan,2020-11-21,26.03
Michigan,2020-11-28,26.41
Michigan,2020-12-05,27.83
Michigan,2020-12-12,29.35
Michigan,2020-12-19,27.45
Michigan,2020-12-26,26.13
Michigan,2021-01-02,25.33
Michigan,2021-01-09,23.36
Michigan,2021-01-16,23.74
Michigan,2021-01-23,23.25
Michigan,2021-01-30,21.71
Michigan,2021-02-06,22.74
Michigan,2021-02-13,20.64
Michigan,2021-02-20,20.84
Michigan,2021-02-27,20.46
Michigan,2021-03-06,20.04
Michigan,2021-03-13,18.47
Michigan,2021-03-20,19.97
Michigan,2021-03-27,20.76
Michigan,2021-04-03,20.36
Michigan,2021-04-10,23.10
Michigan,2021-04-17,22.58
Michigan,2021-04-24,23.85
Michigan,2021-05-01,23.05
Michigan,2021-05-08,22.31
Michigan,2021-05-15,21.46
Michigan,2021-05-22,21.84
Michigan,2021-05-29,19.83
Michigan,2021-06-05,19.42
Michigan,2021-06-12,19.53
Michigan,2021-06-19,18.70
Michigan,2021-06-26,19.04
Michigan,2021-07-03,18.52
Michigan,2021-07-10,18.92
Michigan,2021-07-17,18.41
Michigan,2021-07-24,18.67
Michigan,2021-07-31,18.33
Michigan,2021-08-07,19.03
Michigan,2021-08-14,19.16
Michigan,2021-08-21,20.05
Michigan,2021-08-28,19.33
Michigan,2021-09-04,20.34
Michigan,2021-09-11,19.69
Michigan,2021-09-18,18.74
Michigan,2021-09-25,12.50
New Mexico,2020-01-04,19.27
New Mexico,2020-01-11,19.36
New Mexico,2020-01-18,18.32
New Mexico,2020-01-25,19.08
New Mexico,2020-02-01,17.47
New Mexico,2020-02-08,17.80
New Mexico,2020-02-15,18.04
New Mexico,2020-02-22,18.46
New Mexico,2020-02-29,18.70
New Mexico,2020-03-07,18.89
New Mexico,2020-03-14,16.15
New Mexico,2020-03-21,18.42
New Mexico,2020-03-28,17.24
New Mexico,2020-04-04,18.84
New Mexico,2020-04-11,19.41
New Mexico,2020-04-18,19.93
New Mexico,2020-04-25,19.22
New Mexico,2020-05-02,19.83
New Mexico,2020-05-09,20.87
New Mexico,2020-05-16,22.38
New Mexico,2020-05-23,18.70
New Mexico,2020-05-30,20.45
New Mexico,2020-06-06,21.16
New Mexico,2020-06-13,21.02
New Mexico,2020-06-20,19.69
New Mexico,2020-06-27,18.84
New Mexico,2020-07-04,21.16
New Mexico,2020-07-11,19.27
New Mexico,2020-07-18,18.98
New Mexico,2020-07-25,20.54
New Mexico,2020-08-01,19.22
New Mexico,2020-08-08,20.45
New Mexico,2020-08-15,18.61
New Mexico,2020-08-22,19.41
New Mexico,2020-08-29,18.75
New Mexico,2020-09-05,17.76
New Mexico,2020-09-12,18.89
New Mexico,2020-09-19,18.80
New Mexico,2020-09-26,18.84
New Mexico,2020-10-03,18.32
New Mexico,2020-10-10,18.37
New Mexico,2020-10-17,19.17
New Mexico,2020-10-24,20.50
New Mexico,2020-10-31,21.72
New Mexico,2020-11-07,24.51
New Mexico,2020-11-14,27.25
New Mexico,2020-11-21,27.72
New Mexico,2020-11-28,28.38
New Mexico,2020-12-05,31.26
New Mexico,2020-12-12,32.44
New Mexico,2020-12-19,31.26
New Mexico,2020-12-26,29.56
New Mexico,2021-01-02,28.67
New Mexico,2021-01-09,27.77
New Mexico,2021-01-16,25.36
New Mexico,2021-01-23,25.12
New Mexico,2021-01-30,22.72
New Mexico,2021-02-06,22.10
New Mexico,2021-02-13,22.15
New Mexico,2021-02-20,20.64
New Mexico,2021-02-27,21.72
New Mexico,2021-03-06,21.11
New Mexico,2021-03-13,19.13
New Mexico,2021-03-20,21.06
New Mexico,2021-03-27,20.83
New Mexico,2021-04-03,20.73
New Mexico,2021-04-10,19.74
New Mexico,2021-04-17,20.21
New Mexico,2021-04-24,19.13
New Mexico,2021-05-01,18.09
New Mexico,2021-05-08,19.50
New Mexico,2021-05-15,20.54
New Mexico,2021-05-22,19.13
New Mexico,2021-05-29,18.84
New Mexico,2021-06-05,18.98
New Mexico,2021-06-12,16.25
New Mexico,2021-06-19,19.08
New Mexico,2021-06-26,18.28
New Mexico,2021-07-03,18.56
New Mexico,2021-07-10,17.24
New Mexico,2021-07-17,17.38
New Mexico,2021-07-24,17.47
New Mexico,2021-07-31,17.00
New Mexico,2021-08-07,17.52
New Mexico,2021-08-14,19.36
New Mexico,2021-08-21,19.08
New Mexico,2021-08-28,18.89
New Mexico,2021-09-04,17.19
New Mexico,2021-09-11,18.42
New Mexico,2021-09-18,14.26
New Hampshire,2020-01-04,18.87
New Hampshire,2020-01-11,19.09
New Hampshire,2020-01-18,17.79
New Hampshire,2020-01-25,17.50
New Hampshire,2020-02-01,17.42
New Hampshire,2020-02-08,18.58
New Hampshire,2020-02-15,17.13
New Hampshire,2020-02-22,20.11
New Hampshire,2020-02-29,16.55
New Hampshire,2020-03-07,19.31
New Hampshire,2020-03-14,17.42
New Hampshire,2020-03-21,18.29
New Hampshire,2020-03-28,18.73
New Hampshire,2020-04-04,18.00
New Hampshire,2020-04-11,19.60
New Hampshire,2020-04-18,17.57
New Hampshire,2020-04-25,19.89
New Hampshire,2020-05-02,19.31
New Hampshire,2020-05-09,21.20
New Hampshire,2020-05-16,20.69
New Hampshire,2020-05-23,19.46
New Hampshire,2020-05-30,18.15
New Hampshire,2020-06-06,18.80
New Hampshire,2020-06-13,21.92
New Hampshire,2020-06-20,17.28
New Hampshire,2020-06-27,18.15
New Hampshire,2020-07-04,17.93
New Hampshire,2020-07-11,18.08
New Hampshire,2020-07-18,16.77
New Hampshire,2020-07-25,19.31
New Hampshire,2020-08-01,18.00
New Hampshire,2020-08-08,16.91
New Hampshire,2020-08-15,16.70
New Hampshire,2020-08-22,18.15
New Hampshire,2020-08-29,16.77
New Hampshire,2020-09-05,16.99
New Hampshire,2020-09-12,16.55
New Hampshire,2020-09-19,16.41
New Hampshire,2020-09-26,19.82
New Hampshire,2020-10-03,16.12
New Hampshire,2020-10-10,18.51
New Hampshire,2020-10-17,18.37
New Hampshire,2020-10-24,16.99
New Hampshire,2020-10-31,18.66
New Hampshire,2020-11-07,19.09
New Hampshire,2020-11-14,20.69
New Hampshire,2020-11-21,18.80
New Hampshire,2020-11-28,20.62
New Hampshire,2020-12-05,22.72
New Hampshire,2020-12-12,22.65
New Hampshire,2020-12-19,20.91
New Hampshire,2020-12-26,25.92
New Hampshire,2021-01-02,22.07
New Hampshire,2021-01-09,23.45
New Hampshire,2021-01-16,25.92
New Hampshire,2021-01-23,21.49
New Hampshire,2021-01-30,19.75
New Hampshire,2021-02-06,20.98
New Hampshire,2021-02-13,18.66
New Hampshire,2021-02-20,19.16
New Hampshire,2021-02-27,17.71
New Hampshire,2021-03-06,17.86
New Hampshire,2021-03-13,17.28
New Hampshire,2021-03-20,16.77
New Hampshire,2021-03-27,17.79
New Hampshire,2021-04-03,15.61
New Hampshire,2021-04-10,16.70
New Hampshire,2021-04-17,16.33
New Hampshire,2021-04-24,18.44
New Hampshire,2021-05-01,17.86
New Hampshire,2021-05-08,17.79
New Hampshire,2021-05-15,16.84
New Hampshire,2021-05-22,19.60
New Hampshire,2021-05-29,16.62
New Hampshire,2021-06-05,17.86
New Hampshire,2021-06-12,18.22
New Hampshire,2021-06-19,17.42
New Hampshire,2021-06-26,17.13
New Hampshire,2021-07-03,18.51
New Hampshire,2021-07-10,17.71
New Hampshire,2021-07-17,17.28
New Hampshire,2021-07-24,17.93
New Hampshire,2021-07-31,16.62
New Hampshire,2021-08-07,18.08
New Hampshire,2021-08-14,18.95
New Hampshire,2021-08-21,18.51
New Hampshire,2021-08-28,17.35
New Hampshire,2021-09-04,16.77
New Hampshire,2021-09-11,18.87
New Hampshire,2021-09-18,20.25
New Hampshire,2021-09-25,16.48
Louisiana,2020-01-04,19.90
Louisiana,2020-01-11,20.76
Louisiana,2020-01-18,20.61
Louisiana,2020-01-25,20.83
Louisiana,2020-02-01,20.98
Louisiana,2020-02-08,20.52
Louisiana,2020-02-15,20.42
Louisiana,2020-02-22,20.40
Louisiana,2020-02-29,21.32
Louisiana,2020-03-07,20.70
Louisiana,2020-03-14,21.34
Louisiana,2020-03-21,20.50
Louisiana,2020-03-28,26.47
Louisiana,2020-04-04,29.84
Louisiana,2020-04-11,32.83
Louisiana,2020-04-18,29.20
Louisiana,2020-04-25,26.79
Louisiana,2020-05-02,25.14
Louisiana,2020-05-09,24.24
Louisiana,2020-05-16,23.72
Louisiana,2020-05-23,22.61
Louisiana,2020-05-30,22.63
Louisiana,2020-06-06,21.81
Louisiana,2020-06-13,20.42
Louisiana,2020-06-20,21.56
Louisiana,2020-06-27,21.43
Louisiana,2020-07-04,21.15
Louisiana,2020-07-11,22.78
Louisiana,2020-07-18,24.73
Louisiana,2020-07-25,26.04
Louisiana,2020-08-01,25.87
Louisiana,2020-08-08,26.69
Louisiana,2020-08-15,25.36
Louisiana,2020-08-22,24.30
Louisiana,2020-08-29,23.57
Louisiana,2020-09-05,23.83
Louisiana,2020-09-12,22.05
Louisiana,2020-09-19,22.33
Louisiana,2020-09-26,21.28
Louisiana,2020-10-03,22.24
Louisiana,2020-10-10,22.41
Louisiana,2020-10-17,21.28
Louisiana,2020-10-24,21.64
Louisiana,2020-10-31,20.42
Louisiana,2020-11-07,22.59
Louisiana,2020-11-14,22.67
Louisiana,2020-11-21,22.93
Louisiana,2020-11-28,23.27
Louisiana,2020-12-05,23.68
Louisiana,2020-12-12,26.58
Louisiana,2020-12-19,25.91
Louisiana,2020-12-26,26.62
Louisiana,2021-01-02,26.86
Louisiana,2021-01-09,30.01
Louisiana,2021-01-16,30.16
Louisiana,2021-01-23,29.24
Louisiana,2021-01-30,26.79
Louisiana,2021-02-06,25.72
Louisiana,2021-02-13,24.99
Louisiana,2021-02-20,24.95
Louisiana,2021-02-27,23.68
Louisiana,2021-03-06,23.04
Louisiana,2021-03-13,22.39
Louisiana,2021-03-20,21.53
Louisiana,2021-03-27,21.94
Louisiana,2021-04-03,21.15
Louisiana,2021-04-10,20.74
Louisiana,2021-04-17,20.85
Louisiana,2021-04-24,21.28
Louisiana,2021-05-01,21.23
Louisiana,2021-05-08,20.35
Louisiana,2021-05-15,19.95
Louisiana,2021-05-22,20.35
Louisiana,2021-05-29,19.75
Louisiana,2021-06-05,20.95
Louisiana,2021-06-12,20.76
Louisiana,2021-06-19,20.10
Louisiana,2021-06-26,20.59
Louisiana,2021-07-03,18.91
Louisiana,2021-07-10,19.99
Louisiana,2021-07-17,20.72
Louisiana,2021-07-24,21.79
Louisiana,2021-07-31,22.78
Louisiana,2021-08-07,25.08
Louisiana,2021-08-14,26.30
Louisiana,2021-08-21,25.61
Louisiana,2021-08-28,24.11
Louisiana,2021-09-04,21.79
Louisiana,2021-09-11,17.18
Louisiana,2021-09-18,14.30
Ohio,2020-01-04,21.53
Ohio,2020-01-11,22.16
Ohio,2020-01-18,20.99
Ohio,2020-01-25,21.74
Ohio,2020-02-01,21.13
Ohio,2020-02-08,21.47
Ohio,2020-02-15,21.15
Ohio,2020-02-22,21.42
Ohio,2020-02-29,20.86
Ohio,2020-03-07,21.27
Ohio,2020-03-14,21.65
Ohio,2020-03-21,21.36
Ohio,2020-03-28,21.28
Ohio,2020-04-04,21.79
Ohio,2020-04-11,22.31
Ohio,2020-04-18,22.51
Ohio,2020-04-25,24.03
Ohio,2020-05-02,23.20
Ohio,2020-05-09,22.17
Ohio,2020-05-16,22.76
Ohio,2020-05-23,22.58
Ohio,2020-05-30,21.44
Ohio,2020-06-06,22.01
Ohio,2020-06-13,20.52
Ohio,2020-06-20,20.37
Ohio,2020-06-27,20.59
Ohio,2020-07-04,21.43
Ohio,2020-07-11,21.31
Ohio,2020-07-18,21.50
Ohio,2020-07-25,21.22
Ohio,2020-08-01,22.21
Ohio,2020-08-08,21.90
Ohio,2020-08-15,21.93
Ohio,2020-08-22,21.97
Ohio,2020-08-29,22.46
Ohio,2020-09-05,20.56
Ohio,2020-09-12,21.67
Ohio,2020-09-19,21.06
Ohio,2020-09-26,22.29
Ohio,2020-10-03,22.05
Ohio,2020-10-10,22.59
Ohio,2020-10-17,22.46
Ohio,2020-10-24,22.81
Ohio,2020-10-31,23.42
Ohio,2020-11-07,25.66
Ohio,2020-11-14,26.02
Ohio,2020-11-21,27.59
Ohio,2020-11-28,30.24
Ohio,2020-12-05,33.14
Ohio,2020-12-12,35.85
Ohio,2020-12-19,34.46
Ohio,2020-12-26,33.16
Ohio,2021-01-02,33.09
Ohio,2021-01-09,31.16
Ohio,2021-01-16,30.31
Ohio,2021-01-23,27.84
Ohio,2021-01-30,26.48
Ohio,2021-02-06,26.34
Ohio,2021-02-13,24.98
Ohio,2021-02-20,24.14
Ohio,2021-02-27,23.52
Ohio,2021-03-06,21.79
Ohio,2021-03-13,21.59
Ohio,2021-03-20,20.38
Ohio,2021-03-27,21.10
Ohio,2021-04-03,20.28
Ohio,2021-04-10,21.61
Ohio,2021-04-17,20.42
Ohio,2021-04-24,21.77
Ohio,2021-05-01,20.92
Ohio,2021-05-08,20.34
Ohio,2021-05-15,20.43
Ohio,2021-05-22,21.56
Ohio,2021-05-29,20.59
Ohio,2021-06-05,20.45
Ohio,2021-06-12,19.35
Ohio,2021-06-19,20.16
Ohio,2021-06-26,19.92
Ohio,2021-07-03,19.82
Ohio,2021-07-10,19.85
Ohio,2021-07-17,19.70
Ohio,2021-07-24,19.70
Ohio,2021-07-31,19.75
Ohio,2021-08-07,20.62
Ohio,2021-08-14,21.40
Ohio,2021-08-21,21.03
Ohio,2021-08-28,21.97
Ohio,2021-09-04,21.75
Ohio,2021-09-11,20.07
Ohio,2021-09-18,17.40
